100 419.000000
100 9993.000000
110 419.000000
110 9993.000000
120 419.000000
120 9993.000000
130 425.000000
130 9993.000000
140 425.000000
140 9993.000000
150 431.000000
150 9993.000000
160 431.000000
160 9993.000000
170 437.000000
170 9993.000000
180 437.000000
180 9993.000000
190 443.000000
190 9993.000000
200 443.000000
200 9993.000000
210 449.000000
210 9993.000000
220 455.000000
220 9993.000000
230 455.000000
230 9993.000000
240 461.000000
240 9993.000000
250 461.000000
250 9993.000000
260 467.000000
260 9993.000000
270 473.000000
270 9993.000000
280 473.000000
280 9993.000000
290 479.000000
290 9993.000000
300 485.000000
300 9993.000000
310 485.000000
310 9993.000000
320 491.000000
320 9993.000000
330 497.000000
330 9993.000000
340 497.000000
340 9993.000000
350 503.000000
350 9993.000000
360 509.000000
360 9993.000000
370 515.000000
370 9993.000000
380 521.000000
380 9993.000000
390 521.000000
390 9993.000000
400 527.000000
400 9993.000000
410 533.000000
410 9993.000000
420 539.000000
420 9993.000000
430 545.000000
430 9993.000000
440 551.000000
440 9987.000000
450 557.000000
450 9987.000000
460 563.000000
460 9981.000000
470 569.000000
470 9975.000000
480 575.000000
480 9969.000000
490 581.000000
490 9963.000000
500 587.000000
500 9957.000000
510 599.000000
510 9951.000000
520 605.000000
520 9939.000000
530 611.000000
530 9933.000000
540 617.000000
540 9921.000000
550 629.000000
550 9903.000000
560 635.000000
560 9891.000000
570 641.000000
570 9873.000000
580 653.000000
580 9861.000000
590 659.000000
590 9837.000000
600 671.000000
600 9819.000000
610 683.000000
610 9794.000000
620 689.000000
620 9769.000000
630 701.000000
630 9744.000000
640 713.000000
640 9713.000000
650 725.000000
650 9676.000000
660 737.000000
660 9639.000000
670 749.000000
670 9602.000000
680 761.000000
680 9559.000000
690 779.000000
690 9510.000000
700 791.000000
700 9460.000000
710 809.000000
710 9410.000000
720 821.000000
720 9348.000000
730 839.000000
730 9286.000000
740 857.000000
740 9218.000000
750 875.000000
750 9143.000000
760 900.000000
760 9062.000000
770 918.000000
770 8975.000000
780 943.000000
780 8875.000000
790 968.000000
790 8775.000000
800 993.000000
800 8663.000000
810 1024.000000
810 8539.000000
820 1061.000000
820 8408.000000
830 1092.000000
830 8265.000000
840 1135.000000
840 8103.000000
850 1184.000000
850 7928.000000
860 1234.000000
860 7728.000000
870 1302.000000
870 7516.000000
880 1383.000000
880 7266.000000
890 1489.000000
890 6985.000000
900 1663.000000
900 6648.000000
910 1925.000000
910 6242.000000
920 2350.000000
920 5761.000000
930 2951.000000
930 5036.000000
940 3988.000000
940 3999.000000
950 3988.000000
950 3999.000000
960 3988.000000
960 3999.000000
970 3988.000000
970 3999.000000
980 3988.000000
980 3999.000000
990 3988.000000
990 3999.000000
1000 3988.000000
1000 3999.000000
1010 3988.000000
1010 3999.000000
1020 3988.000000
1020 3999.000000
1030 3988.000000
1030 3999.000000
1040 3988.000000
1040 3999.000000
1050 3988.000000
1050 3999.000000
1060 3988.000000
1060 3999.000000
1070 3988.000000
1070 3999.000000
1080 3988.000000
1080 3999.000000
1090 3988.000000
1090 3999.000000
1100 3988.000000
1100 3999.000000
1110 3988.000000
1110 3999.000000
1120 3988.000000
1120 3999.000000
1130 3988.000000
1130 3999.000000
1140 3988.000000
1140 3999.000000
1150 3988.000000
1150 3999.000000
1160 3988.000000
1160 3999.000000
1170 3988.000000
1170 3999.000000
1180 3988.000000
1180 3999.000000
1190 3988.000000
1190 3999.000000
1200 3988.000000
1200 3999.000000
1210 3988.000000
1210 3999.000000
1220 3988.000000
1220 3999.000000
1230 3988.000000
1230 3999.000000
1240 3988.000000
1240 3999.000000
1250 3988.000000
1250 3999.000000
1260 3988.000000
1260 3999.000000
1270 3988.000000
1270 3999.000000
1280 3988.000000
1280 3999.000000
1290 3988.000000
1290 3999.000000
1300 3988.000000
1300 3999.000000
1310 3988.000000
1310 3999.000000
1320 3988.000000
1320 3999.000000
1330 3988.000000
1330 3999.000000
1340 3988.000000
1340 3999.000000
1350 3988.000000
1350 3999.000000
1360 3988.000000
1360 3999.000000
1370 3988.000000
1370 3999.000000
1380 3988.000000
1380 3999.000000
1390 3988.000000
1390 3999.000000
1400 3988.000000
1400 3999.000000
1410 3988.000000
1410 3999.000000
1420 3988.000000
1420 3999.000000
1430 3988.000000
1430 3999.000000
1440 3988.000000
1440 3999.000000
1450 3988.000000
1450 3999.000000
1460 3988.000000
1460 3999.000000
1470 3988.000000
1470 3999.000000
1480 3988.000000
1480 3999.000000
1490 3988.000000
1490 3999.000000
1500 3988.000000
1500 3999.000000
1510 3988.000000
1510 3999.000000
1520 3988.000000
1520 3999.000000
1530 3988.000000
1530 3999.000000
1540 3988.000000
1540 3999.000000
1550 3988.000000
1550 3999.000000
1560 3988.000000
1560 3999.000000
1570 3988.000000
1570 3999.000000
1580 3988.000000
1580 3999.000000
1590 3988.000000
1590 3999.000000
